ParentEduc_int,TestPrep_int,PracticeSport_int,WklyStudyHours_int,Gender_female,Gender_male,EthnicGroup_group A,EthnicGroup_group B,EthnicGroup_group C,EthnicGroup_group D,EthnicGroup_group E,LunchType_free/reduced,LunchType_standard,ParentMaritalStatus_divorced,ParentMaritalStatus_married,ParentMaritalStatus_single,ParentMaritalStatus_widowed,IsFirstChild_no,IsFirstChild_yes,TransportMeans_private,TransportMeans_school_bus,MathScore,ReadingScore,WritingScore
3,0,2,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,83,67,70
1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,50,62,63
1,0,2,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,67,71,65
0,1,2,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,39,28,34
0,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,68,74,78
0,0,0,2,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,66,61,59
1,1,2,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,64,74,80
2,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,67,56,55
3,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,79,91,89
0,0,0,2,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,85,72,63
2,0,2,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,65,54,57
0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,52,63,59
2,0,2,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,55,65,59
1,1,2,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,76,90,85
0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,57,70,63
3,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,75,65,64
0,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,69,84,79
0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,35,48,51
3,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,56,63,63
2,1,1,2,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,39,45,43
0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,80,70,73
2,0,2,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,78,70,69
1,0,2,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,69,95,91
2,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,75,61,59
2,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,54,64,69
0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,56,73,77
0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,51,60,62
0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,49,65,56
0,0,2,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,70,70,64
2,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,60,82,77
1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,81,79,79
2,0,1,2,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,81,80,84
1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,73,58,52
1,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,60,74,73
1,1,2,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,100,100,100
1,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,79,65,67
0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,60,62,62
0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,33,45,47
0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,45,34,29
1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,48,49,44
0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,73,72,73
0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,67,75,74
2,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,64,72,72
1,0,2,2,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,74,62,63
0,1,1,2,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,72,86,86
2,0,1,2,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,61,54,49
0,0,1,2,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,47,45,43
2,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,96,89,96
2,1,2,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,58,66,69
1,0,2,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,71,61,66
3,1,2,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,93,96,99
0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,59,73,65
0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,82,81,83
0,1,1,2,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,85,81,78
3,0,1,2,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,89,95,100
2,0,2,2,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,74,67,66
1,1,2,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,63,72,75
0,0,2,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,56,51,50
2,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,44,35,41
2,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,97,85,95
3,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,52,69,64
1,1,2,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,74,80,87
2,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,81,79,70
0,0,2,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,36,53,49
0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,73,63,58
1,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,79,90,87
2,1,2,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,87,88,95
1,0,2,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,98,95,94
1,0,2,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,56,51,48
0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,47,65,64
0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,82,85,78
1,1,2,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,100,98,100
1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,49,39,41
3,0,2,2,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,78,58,58
1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,45,50,46
3,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,53,62,66
0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,27,37,37
1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,66,52,49
3,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,58,73,75
1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,47,56,53
1,0,2,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,49,66,67
0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,48,51,51
0,1,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,60,70,72
2,0,2,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,56,54,53
0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,57,54,48
0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,63,71,75
1,0,2,2,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,89,75,80
1,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,64,62,59
0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,77,92,88
0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,64,66,59
2,1,1,2,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,73,79,83
2,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,78,75,69
0,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,78,79,80
3,0,2,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,66,69,62
1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,37,47,41
0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,63,65,69
2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,55,52,54
0,0,2,2,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,42,52,48
0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,46,66,60
0,1,0,2,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,75,76,77
2,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,85,85,85
2,0,2,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,61,49,48
2,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,54,69,67
3,0,1,2,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,59,60,50
0,1,2,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,93,97,100
1,0,1,2,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,82,69,68
3,0,1,2,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,50,44,46
1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,71,62,69
1,1,1,2,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,83,86,81
1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,84,74,78
2,1,2,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,64,73,72
0,0,1,2,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,62,56,62
0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,68,79,76
2,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,64,60,58
0,0,2,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,75,82,82
2,0,1,2,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,46,51,51
1,0,0,2,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,66,58,62
1,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,54,62,64
3,0,2,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,67,58,66
1,1,2,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,50,53,58
2,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,67,81,75
1,1,1,2,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,40,40,41
1,1,1,2,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,72,80,80
0,0,2,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,66,59,60
0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,69,61,57
1,0,2,2,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,71,78,81
2,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,72,74,84
0,0,1,2,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,79,74,69
0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,70,73,67
0,0,0,2,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,44,58,58
0,0,2,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,71,59,62
2,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,78,100,92
1,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,54,55,50
2,1,2,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,50,56,53
2,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,80,84,84
0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,36,52,46
1,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,57,72,76
0,0,2,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,92,90,87
2,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,69,68,73
2,1,1,2,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,59,65,67
0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,69,61,57
2,0,2,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,94,77,75
1,1,0,2,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,66,67,72
0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,78,80,75
0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,53,56,50
1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,48,44,45
1,0,2,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,67,51,55
0,1,2,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,51,41,42
2,0,2,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,65,64,70
1,0,2,2,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,86,73,69
0,0,1,2,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,51,58,58
2,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,56,62,57
2,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,56,74,82
1,1,2,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,66,61,67
1,1,2,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,71,68,72
0,1,1,2,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,53,64,64
0,1,2,2,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,76,80,79
1,0,2,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,55,62,57
1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,63,77,77
2,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,64,70,63
2,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,65,75,74
0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,69,56,56
2,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,63,63,60
3,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,67,60,63
0,1,2,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,45,42,43
1,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,65,74,80
0,1,2,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,88,90,92
0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,54,50,41
0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,64,69,64
2,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,48,66,69
1,0,2,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,73,81,84
1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,72,85,80
0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,56,63,57
1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,61,69,64
1,0,0,2,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,69,72,66
0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,46,63,54
2,0,2,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,77,66,66
1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,54,65,61
2,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,78,86,84
3,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,59,78,77
3,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,96,87,89
2,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,88,88,89
0,1,0,2,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,77,71,72
0,0,0,2,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,39,39,39
1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,58,69,71
0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,63,62,60
0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,56,60,58
0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,38,52,49
0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,42,42,44
0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,86,95,95
1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,24,30,40
1,0,1,2,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,85,86,74
1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,77,89,94
0,1,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,41,50,43
3,0,2,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,60,64,68
0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,67,84,87
3,1,2,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,88,84,93
1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,70,75,73
1,0,2,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,47,63,59
1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,57,61,64
0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,71,75,73
2,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,77,87,84
0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,47,46,42
0,0,2,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,59,64,61
2,0,2,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,83,81,84
0,0,2,2,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,77,63,59
0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,75,68,58
0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,53,69,61
0,0,2,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,76,79,82
2,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,66,62,63
1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,53,66,65
2,0,2,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,72,84,83
0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,86,81,73
0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,69,63,55
0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,69,69,61
3,0,2,2,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,88,69,67
0,0,2,2,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,46,57,56
1,1,2,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,75,71,72
2,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,85,81,78
2,0,2,2,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,71,69,70
0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,74,75,65
1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,71,72,69
2,0,2,2,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,84,86,85
1,1,2,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,87,100,100
0,0,2,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,52,72,68
1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,77,73,81
2,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,74,63,63
2,0,2,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,55,74,70
0,1,2,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,41,59,53
2,1,2,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,67,59,55
2,0,0,2,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,70,80,78
0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,49,61,58
1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,58,56,59
1,0,2,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,55,63,68
0,0,1,2,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,45,49,47
1,0,1,2,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,90,83,83
3,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,68,66,76
1,0,2,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,67,61,59
0,0,2,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,62,61,71
2,0,2,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,51,60,61
2,1,1,2,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,88,83,88
2,0,2,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,76,91,92
1,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,71,65,73
1,0,2,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,82,76,79
2,0,2,2,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,29,29,27
1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,45,56,58
3,1,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,65,57,58
1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,59,56,49
0,0,1,2,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,82,71,68
2,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,55,59,57
2,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,48,69,68
0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,62,62,62
2,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,73,82,86
2,0,2,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,70,66,70
0,0,1,2,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,70,70,57
0,0,2,2,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,60,72,64
2,0,2,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,35,31,31
2,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,73,57,63
1,1,1,2,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,84,85,94
0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,76,74,67
1,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,71,64,62
1,0,2,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,85,87,89
2,0,2,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,41,44,47
1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,74,86,88
0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,69,63,52
2,0,2,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,58,75,69
0,0,1,2,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,85,90,88
0,1,2,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,70,72,71
1,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,70,64,61
0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,64,82,84
0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,64,67,66
3,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,47,49,54
0,0,0,2,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,58,57,59
1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,79,75,65
0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,69,68,66
3,0,2,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,65,79,67
0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,56,68,70
1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,55,60,53
2,1,2,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,66,60,59
0,0,2,2,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,99,81,80
1,0,2,2,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,86,81,73
1,1,2,2,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,86,87,92
2,0,1,2,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,70,73,67
2,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,55,76,71
0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,73,68,76
0,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,58,62,59
